plant,pop,taxa,sp,reg2,corL,corW2,stigma,lipL,brLbW,red,green,blue,LatN,LonW
SSC9,SSC,S,S,nS,48.852,3.1305,1.446,6.957,1.554,185,193,113,44.55531,-92.59423
SYH10,SYH,S,S,sS,23.9405,2.688,1.1815,3.811,1.307,242,122,108,32.03469,-104.4479
SYH11,SYH,S,S,sS,37.735,2.648,1.3515,5.3685,1.823,242,96,105,32.03469,-104.4479
SYH12,SYH,S,S,sS,44.8865,2.582,0.9055,5.61,2.273,249,138,132,32.03469,-104.4479
SYH13,SYH,S,S,sS,42.7965,1.965,0.635,5.1915,1.729,252,162,156,32.03469,-104.4479
SYH14,SYH,S,S,sS,36.943,2.272,1.234,4.598,1.5085,200,207,155,32.03469,-104.4479
SYH17,SYH,S,S,sS,29.619,2.65,0.651,4.2265,1.3715,242,96,105,32.03469,-104.4479
SYH18,SYH,S,S,sS,38.06,2.705,0.7605,4.4355,1.275,242,122,108,32.03469,-104.4479
SYH2,SYH,S,S,sS,36.731,2.3335,1.3585,4.7075,1.792,252,157,147,32.03469,-104.4479
SYH20,SYH,S,S,sS,34.9335,2.3865,0.4165,4.0435,1.343,242,96,105,32.03469,-104.4479
SYH21,SYH,S,S,sS,32.602,2.523,0.794,3.7195,1.125,242,122,108,32.03469,-104.4479
SYH22,SYH,S,S,sS,36.145,2.6545,0.8725,4.8675,2.3985,245,134,132,32.03469,-104.4479
SYH23,SYH,S,S,sS,32.5065,2.8075,1.275,5.298,2.709,255,112,107,32.03469,-104.4479
SYH25,SYH,S,S,sS,49.9835,2.346,1.1865,5.556,2.176,242,122,108,32.03469,-104.4479
SYH26,SYH,S,S,sS,39.183,2.827,0.204,3.8975,1.7625,242,122,108,32.03469,-104.4479
SYH27,SYH,S,S,sS,27.8805,2.829,0.913,4.1775,2.559,249,148,136,32.03469,-104.4479
SYH29,SYH,S,S,sS,31.856,2.8565,0.8115,4.96,1.5955,252,157,147,32.03469,-104.4479
SYH3,SYH,S,S,sS,35.315,2.251,0.6735,3.3175,1.308,200,207,155,32.03469,-104.4479
SYH30,SYH,S,S,sS,39.82,2.306,1.0875,4.2555,1.5335,252,157,147,32.03469,-104.4479
SYH31,SYH,S,S,sS,34.086,2.33,1.352,3.5845,1.798,249,148,136,32.03469,-104.4479
SYH32,SYH,S,S,sS,39.565,2.362,1.6525,4.735,1.4345,242,122,108,32.03469,-104.4479
SYH33,SYH,S,S,sS,37.531,3.1135,1.2635,4.7935,1.398,242,122,108,32.03469,-104.4479
SYH34,SYH,S,S,sS,41.507,2.285,0.7255,3.4115,1.745,227,75,72,32.03469,-104.4479
SYH35,SYH,S,S,sS,37.981,2.524,0.832,5.0715,3.5245,218,79,79,32.03469,-104.4479
SYH4,SYH,S,S,sS,38.9355,2.9215,0.85,5.224,1.8555,255,133,145,32.03469,-104.4479
SYH5,SYH,S,S,sS,30.88,2.5845,0.426,4.589,1.276,240,130,133,32.03469,-104.4479
SYH6,SYH,S,S,sS,38.4315,2.4225,0.661,4.1865,1.3635,255,133,145,32.03469,-104.4479
SYH7,SYH,S,S,sS,37.9275,2.3595,0.727,5.3645,1.3655,242,122,108,32.03469,-104.4479
SYH8,SYH,S,S,sS,34.2605,2.39,0.6405,4.789,1.23,227,75,72,32.03469,-104.4479
SYH9,SYH,S,S,sS,28.139,3.005,0.7955,5.183,1.378,255,112,107,32.03469,-104.4479
